IDSBR,Nama Usaha,Alamat,Kode Wilayah,kode_kecamatan,alamat
3492792,flying fox,jl rappocini raya lr 9,7371031008,7371031,jl rappocini raya lr 9
3494081,nurhaerani,jl borong indah komp puri taman sari,7371031004,7371031,jl borong indah komp puri taman sari
3494502,adil faadhil konsultan,perumahan btn minasa upa,7371031001,7371031,perumahan btn minasa upa
3495267,hendra berlian mandiri,"jalan aroepala, halmi residence blok d 7",7371031002,7371031,"jalan aroepala, halmi residence blok d 7"
3495436,cahaya abdichel,jl kelapa tiga gang 2,7371031010,7371031,jl kelapa tiga gang 2
3496340,makassar satu indonesia,"jl.mappala blok b.3 no.3 rw.004, gunung sari",7371031001,7371031,"jl.mappala blok b.3 no.3 rw.004, gunung sari"
3496451,kelompok masyarakat (pokmas) nikarannuang,jl andi djemma no. 59,7371031007,7371031,jl andi djemma no. 59
3496548,gelas bumi,"btn minasa upa blok k14/13 rt 004 rw 010, gunung sari",7371031001,7371031,"btn minasa upa blok k14/13 rt 004 rw 010, gunung sari"
3497217,neptunus nugraha,komplek pergudangan p. loe indah jl ir. sutami hall 4,7371031007,7371031,komplek pergudangan p. loe indah jl ir. sutami hall 4
3497411,tiga sukses,jl jipang raya perum villa mega sari,7371031001,7371031,jl jipang raya perum villa mega sari
3497735,baja sulawesi mandiri,jl timah 1,7371031010,7371031,jl timah 1
3497916,energi asa,"jl.tamalate vi stp.12 no.197 rt.003 rw.003, kassi-kassi",7371031004,7371031,"jl.tamalate vi stp.12 no.197 rt.003 rw.003, kassi-kassi"
3498138,kusuma makmur jaya,jl rappocini raya,7371031008,7371031,jl rappocini raya
3499228,berkah bersama sedekah,aroeppala kompleks perumahan permata hijau lestari,7371031004,7371031,aroeppala kompleks perumahan permata hijau lestari
3499763,paindo raya,jl toddopuli vi komp puri taman sari,7371031004,7371031,jl toddopuli vi komp puri taman sari
3500000,prilly medika utama,jl ap pettarani ruko new zamrud blok,7371031008,7371031,jl ap pettarani ruko new zamrud blok
3501420,sinar tegar putri tunggal,"jl.tembusan tamalate ii blok n6 no.2c,kel.mappala,kec.rappocini",7371031003,7371031,"jl.tembusan tamalate ii blok n6 no.2c,kel.mappala,kec.rappocini"
3502265,pt haka utama-pt latanindo graha persada-pt alam lintas indonesia (kso),jl  ap pettarani ruko new zamrud,7371031008,7371031,jl  ap pettarani ruko new zamrud
3502527,kosmetikatama super indah,komp bph bumi 21,7371031001,7371031,komp bph bumi 21
3502873,jusar group,komp btn minasa upa,7371031001,7371031,komp btn minasa upa
3503210,aries kencana indah,jl.hertasning barat iv,7371031005,7371031,jl.hertasning barat iv
3504054,huzfad mining internasional,jl rsi faisal xvii,7371031007,7371031,jl rsi faisal xvii
3504336,"pt.rajawali jaya sakti contrindo-pt. asmah hastini,kso",jl wijaya kusuma komplek kesehatan,7371031007,7371031,jl wijaya kusuma komplek kesehatan
3504533,subur wijaya,jl tidung 9 stp 5,7371031003,7371031,jl tidung 9 stp 5
3504904,"pt. indah seratama - pt. asmah hastini, kso",jl wijaya kusuma ko kesehatan,7371031007,7371031,jl wijaya kusuma ko kesehatan
3506972,office solutions,jl andi pangeran pettarani lantai 1 blok,7371031006,7371031,jl andi pangeran pettarani lantai 1 blok
3507084,turi raih saro,jl talasalapang raya,7371031001,7371031,jl talasalapang raya
3507171,citra berita,"jl sungai saddang baru no 39, balla parang",7371031010,7371031,"jl sungai saddang baru no 39, balla parang"
3507910,putra mandiri,"jl.syech yusuf komp.kodam vii wrb.b/14 katangka rt.001 rw.002, gunung sari",7371031001,7371031,"jl.syech yusuf komp.kodam vii wrb.b/14 katangka rt.001 rw.002, gunung sari"
3508230,sekai ichi pestisindo,"jl hertasning blok e15/18 rt.003 rw.007, tidung",7371031006,7371031,"jl hertasning blok e15/18 rt.003 rw.007, tidung"
3508859,educare,btn minasa upa,7371031001,7371031,btn minasa upa
3509012,samantha sukses sejahtera,jalan aroepala nomor 8,7371031001,7371031,jalan aroepala nomor 8
3509087,produsen mitra insan sejahtera,"perumahan taman gosyen indah, jl. aroepala",7371031004,7371031,"perumahan taman gosyen indah, jl. aroepala"
3509201,marly optima indonesia,jalan monumen emmy saelan kompleks graha sari blok b4,7371031001,7371031,jalan monumen emmy saelan kompleks graha sari blok b4
