IDSBR,Nama Usaha,Alamat,Kode Wilayah,kode_kecamatan,alamat
97454990,warung makan (ilo),jln monumen emmy saelan,7371031006,7371031,jln monumen emmy saelan
97454994,toko penjualan aki pt sudan <kevin>,jl bontolangkasa no 11,7371031007,7371031,jl bontolangkasa no 11
97443836,berkah utami cv,jalan sultan alauddin no 121,7371031001,7371031,jalan sultan alauddin no 121
97445356,rope n works pt,jl griya ayu mas blok b 2,7371031006,7371031,jl griya ayu mas blok b 2
97751507,monen cell,jl banta-bantaeng no 19,7371031007,7371031,jl banta-bantaeng no 19
97443088,expedisi (cv kharisma jaya),jalan talasalapang,7371031002,7371031,jalan talasalapang
97751506,hotspot,jl tidung 7 stp 2 20 66,7371031003,7371031,jl tidung 7 stp 2 20 66
97448365,wifi corner,jalan ap pettarani no 2 plaza telkom,7371031001,7371031,jalan ap pettarani no 2 plaza telkom
97446843,"cv adinata karya <drs. h. muchtar rahman, msi>",jl rappocini raya lr 5 no 8,7371031009,7371031,jl rappocini raya lr 5 no 8
97442557,tk nur fadillah,komp ikip blok 68 no. 6,7371031006,7371031,komp ikip blok 68 no. 6
97450562,alfa midi <joko>,tamalate 1 no 1,7371031005,7371031,tamalate 1 no 1
97450933,penyewaan kamar (muh. jasmin),jl cilallan jaya,7371031008,7371031,jl cilallan jaya
97444028,"yabes sarana mandiri ,pt",jl. pelita raya vi no. 7,7371031008,7371031,jl. pelita raya vi no. 7
97445943,altegra komputer,tamalate 1,7371031003,7371031,tamalate 1
97444796,bank bri,ruko permata sari no 12,7371031001,7371031,ruko permata sari no 12
97453934,toko dea (hj nursiah),jl. mon.emmy saelan 3,7371031006,7371031,jl. mon.emmy saelan 3
97466110,padma 88 pt,jl. bonto lanra no. 34,7371031007,7371031,jl. bonto lanra no. 34
97463189,rumah kos (rahmad),jl rappocini raya lr 6,7371031009,7371031,jl rappocini raya lr 6
97463261,pondok musa (amiruddin),jl wijaya kisuma,7371031009,7371031,jl wijaya kisuma
97463286,bengkel mega sakti cv,jl mon emmysaelan 3 no 1,7371031006,7371031,jl mon emmysaelan 3 no 1
97463277,depot air mas (hawari),jl rappocini raya lr 5 no 28,7371031009,7371031,jl rappocini raya lr 5 no 28
97466955,pt. multindo auto finance,jl. aroepala komp ruko pdgi 1 no. 1,7371031004,7371031,jl. aroepala komp ruko pdgi 1 no. 1
97446046,sd anak bangsa,jl talasalapang,7371031002,7371031,jl talasalapang
97455603,al amani mart (tutup),makassar,7371031002,7371031,makassar
97451840,indonesia pos(burhanuddin),jl.tidung 7 nomor 14 rt 1 rw 5,7371031003,7371031,jl.tidung 7 nomor 14 rt 1 rw 5
97458092,arthabuana,jalan ap pettarani ruko new zamrud blok c-11,7371031008,7371031,jalan ap pettarani ruko new zamrud blok c-11
97460944,telkomsel pt,jalan pengayoman no 1,7371031008,7371031,jalan pengayoman no 1
97458105,prima u,jalan ap pettarani ruko new zamrud blok,7371031008,7371031,jalan ap pettarani ruko new zamrud blok
97458103,balai kesehatan gigi (maharani),jl mon emmy saelan 3c,7371031006,7371031,jl mon emmy saelan 3c
97447636,grapari telkomsel,jalan ap pettarani no 2,7371031001,7371031,jalan ap pettarani no 2
97451320,tk khalifah,jl rst faisal 12 no 2,7371031007,7371031,jl rst faisal 12 no 2
97451424,smp muhammadiyah,bonto dg ngirate,7371031005,7371031,bonto dg ngirate
97451425,tanindo subur prima pt,bonto lanra raya,7371031007,7371031,bonto lanra raya
97457281,usaha rumah kost (pondok mitra),jl rappocini lr 6,7371031009,7371031,jl rappocini lr 6
97457274,ragam jaya cv,jalan ap pettarani ruko new zamrud blok d/21 rt 6 rw 3,7371031008,7371031,jalan ap pettarani ruko new zamrud blok d/21 rt 6 rw 3
97457398,toko barang campuran (aris),jl wijaya kusuma,7371031009,7371031,jl wijaya kusuma
97457527,buana celebes pt,jalan ap pettarani ruko new zamrud blok c/12-14,7371031008,7371031,jalan ap pettarani ruko new zamrud blok c/12-14
97457146,kargo,jalan ap pettarani ruko new zamrud blok d16-17,7371031008,7371031,jalan ap pettarani ruko new zamrud blok d16-17
97457163,rumah kos (taufik),jl rappocin i raya lr 6,7371031009,7371031,jl rappocin i raya lr 6
97457684,tazkiyah umroh,jl ap pettarani centre blok c 11,7371031008,7371031,jl ap pettarani centre blok c 11
97456413,berca schindler lift pt,jalan ap petarani ruko new,7371031008,7371031,jalan ap petarani ruko new
97457942,bengkel las asma jaya,btn minasa upa blok f12/9,7371031001,7371031,btn minasa upa blok f12/9
97457943,media sembilan sembilan cv,btn minasaupa blok f10/1,7371031001,7371031,btn minasaupa blok f10/1
97459713,mannyingarri indtimi pt,jalan ap pettarani ruko newzamrud blok c4-5,7371031008,7371031,jalan ap pettarani ruko newzamrud blok c4-5
97459868,tanawali tour & travel,jalan ap pettarani ruko new zamrud blok e/3,7371031008,7371031,jalan ap pettarani ruko new zamrud blok e/3
97453883,tk bunayah,komp bph jl bumi 2 sultan alauddin,7371031001,7371031,komp bph jl bumi 2 sultan alauddin
97452279,warung makan(nur),tidung 7 blok 3 nomor 13,7371031003,7371031,tidung 7 blok 3 nomor 13
97453186,bach multi global pt (rahman),jln monumen emmy saelan 3 lr 50 a,7371031006,7371031,jln monumen emmy saelan 3 lr 50 a
97452375,"waskita karya, pt",jl.a.p.pettarani no.88,7371031008,7371031,jl.a.p.pettarani no.88
97452470,cv muthiara mandiri,jl kr bontotangnga,7371031002,7371031,jl kr bontotangnga
97462650,cv clara duta,salan wijay a kusuma 2 no 2,7371031007,7371031,salan wijay a kusuma 2 no 2
97462683,megahtama tour & travel,jalan ap pettarani ruko new zamrud blok,7371031008,7371031,jalan ap pettarani ruko new zamrud blok
97452137,bus 47 pulsa all operator (ahmad),jl rappocini raya no.208,7371031008,7371031,jl rappocini raya no.208
97452198,sdn rappucini 1,jl cilallan jaya no 30,7371031008,7371031,jl cilallan jaya no 30
97458155,persada arsitektur pt,jalan ap pettarani ruko new zamrud blok,7371031008,7371031,jalan ap pettarani ruko new zamrud blok
97456699,apotik huki healthy care,jl talasalapang no 41 a,7371031002,7371031,jl talasalapang no 41 a
97458305,majalah lokal,jalan tidung 7 stpk 9,7371031003,7371031,jalan tidung 7 stpk 9
97459273,cv darma karya insani,jl talasalapang 46a 36,7371031002,7371031,jl talasalapang 46a 36
97458638,gorong gorong,jl jipang raya,7371031002,7371031,jl jipang raya
97459372,minuman mubahid,jln tamalate 6 stp 12 no 26,7371031006,7371031,jln tamalate 6 stp 12 no 26
97459396,"tirta nindo, cv <firman>",jln monumen emmy saelan 3 no 30,7371031006,7371031,jln monumen emmy saelan 3 no 30
97458678,sdn rappocini,jl cilallan jaya no 30,7371031008,7371031,jl cilallan jaya no 30
97458686,cv gerbang timur (dardab),jl mon.emmy saelan 3 rt 4 rw 3 90222,7371031006,7371031,jl mon.emmy saelan 3 rt 4 rw 3 90222
97444649,kontrakan rumah hj hasni,jl.rappocini lorong 1,7371031009,7371031,jl.rappocini lorong 1
97444654,maridi rumah cetak,ruko permata sari no 16-17,7371031001,7371031,ruko permata sari no 16-17
97444665,travel pt (ade),ruko permata tari no 12,7371031001,7371031,ruko permata tari no 12
97455080,gojek motor(subhan),jl landak baru lorong 1 no 318,7371031007,7371031,jl landak baru lorong 1 no 318
97455117,sma nahdiyat (swasta),rappocini raya lr. 9d no 16,7371031008,7371031,rappocini raya lr. 9d no 16
97455118,kampus poltekes tidung,jalan bendungan bili bili no 1,7371031002,7371031,jalan bendungan bili bili no 1
97452675,meubel kayu (yusri),jl. mon emmy saelan,7371031006,7371031,jl. mon emmy saelan
97452685,"karya asrindah (percetakan muslimin), cv",tidung 4 setapak 7 no,7371031005,7371031,tidung 4 setapak 7 no
97463792,koperasi pegawai lapas pengayoman,jln sultan alauddin no 191 lapas kls 1,7371031001,7371031,jln sultan alauddin no 191 lapas kls 1
97463795,kantin umega rutan kelas 1 makassar,jln rutan no 8,7371031001,7371031,jln rutan no 8
97463913,dwira family cv,jalan ap pettarani ruko new zamrud blok,7371031008,7371031,jalan ap pettarani ruko new zamrud blok
97470567,meida wisata pt,jalan ap pettarani ruko new zamrud blok e,7371031008,7371031,jalan ap pettarani ruko new zamrud blok e
97473585,tpq babul jannah,jl rappocini raya lr 3 no 03,7371031009,7371031,jl rappocini raya lr 3 no 03
97470569,kios mitra 45 (dg ngaga),jl.rappocini lr.4,7371031009,7371031,jl.rappocini lr.4
97475603,cv akbar jaya perkasa,jalan wijaya kusuma 3 blok k 7 no 15,7371031007,7371031,jalan wijaya kusuma 3 blok k 7 no 15
97462048,azhar golden,jalan ap pettarani ruko new zamrud blok,7371031008,7371031,jalan ap pettarani ruko new zamrud blok
97461962,gapeksindo (asosiasi),ruko zamrud f/11,7371031008,7371031,ruko zamrud f/11
97460255,tk aisyah,tamalate 1 no 74,7371031005,7371031,tamalate 1 no 74
97460267,persewaan rumah (nurhaedah),jl kr bontotangnga,7371031002,7371031,jl kr bontotangnga
97455883,toko sembako,jl jipang raya,7371031002,7371031,jl jipang raya
97458727,rama wisata tour & travel,jalan ap pettarani ruko new zamrud blok c/8,7371031008,7371031,jalan ap pettarani ruko new zamrud blok c/8
97458743,bengkel las sentosa,jl mon.emmy saelan,7371031006,7371031,jl mon.emmy saelan
97459461,niramanis cv,jl ap pettarani ruko new zamrud blok f/21,7371031008,7371031,jl ap pettarani ruko new zamrud blok f/21
97458838,kantor pengacara dan konsultan hukum (garuda law),jalan ap pettarani ruko new zamrud blok,7371031008,7371031,jalan ap pettarani ruko new zamrud blok
97459499,media wisata utama pt,jalan ap pettarani ruko new zamrud,7371031008,7371031,jalan ap pettarani ruko new zamrud
97458834,asera teknik mandiri cv,jalan ap pettarani ruko new zamrud blok,7371031008,7371031,jalan ap pettarani ruko new zamrud blok
97476079,gendra jaya (erni),jl rappocini raya depan apotik sejati,7371031009,7371031,jl rappocini raya depan apotik sejati
97471030,"surya puzulindo, pt",jalan ap pettarani ruko new zamrud blok e/5,7371031008,7371031,jalan ap pettarani ruko new zamrud blok e/5
97474325,nasa <airline education center>,jalan sultan alauddin komp plaza blik off 9,7371031001,7371031,jalan sultan alauddin komp plaza blik off 9
97474317,gudang,jlmon emmy saelan,7371031006,7371031,jlmon emmy saelan
97474348,amedika utama sejahtera pt,jalan landak baru,7371031007,7371031,jalan landak baru
97474340,jual eceran galon,jl puri blok c6 no 1,7371031004,7371031,jl puri blok c6 no 1
97446091,pegadaian pt,jalan tamalate 1,7371031003,7371031,jalan tamalate 1
97444594,koperasi pegawai republik indonesia (kpri),jl raya pendidikan <komp balla panakkukang> blok b1,7371031006,7371031,jl raya pendidikan <komp balla panakkukang> blok b1
97444550,servis hp dan laptop,jalan tidung 6 stpk 6,7371031003,7371031,jalan tidung 6 stpk 6
97446218,advertising graphic design printing,komp bph plasa n3,7371031002,7371031,komp bph plasa n3
97471937,smp negeri 21,btn minasa upa blok a5,7371031002,7371031,btn minasa upa blok a5
97468087,fotografer,bonto lanra no 3 d,7371031007,7371031,bonto lanra no 3 d
97468151,reklamendo,jl pelita raya vi no. 1 rt 4 rw 6 90222,7371031008,7371031,jl pelita raya vi no. 1 rt 4 rw 6 90222
97468150,"tri star mandiri, pt",jl pelita raya 6 no 8,7371031008,7371031,jl pelita raya 6 no 8
97468230,salon pipi (abd kadir),jl rappocini lr 3a no 18,7371031009,7371031,jl rappocini lr 3a no 18
97470544,kisel pt <tdc telkomsel>,jl tamalate 1,7371031006,7371031,jl tamalate 1
97465035,penjual gas (hj royani),jl rappocini lr 4,7371031009,7371031,jl rappocini lr 4
97467187,koperasi simpan pinjam sipakatallasa,jl hertasning baru no 59,7371031004,7371031,jl hertasning baru no 59
97467197,vita mart,emy saelan,7371031001,7371031,emy saelan
97465310,multison indonesia <laode>,jl rsi faisal 12 no 5 b,7371031007,7371031,jl rsi faisal 12 no 5 b
97465088,ud m accini (buhom h),jl mon emmy saelan 3 no 2,7371031006,7371031,jl mon emmy saelan 3 no 2
97460147,tiki pengiriman,jln rutan no 75,7371031001,7371031,jln rutan no 75
97460148,kantin bu yuli,kompleks lapas,7371031001,7371031,kompleks lapas
97460228,gresik cipta sejahtera pt,jalan ap pettarani ruko new zamrud blok a/18-19 rt 6 rw 3 90222,7371031008,7371031,jalan ap pettarani ruko new zamrud blok a/18-19 rt 6 rw 3 90222
97467271,dsd muhammadiyah,jl bonto dg ngirate,7371031005,7371031,jl bonto dg ngirate
97464603,gudang event orgenesior,jalan landak gang ii,7371031007,7371031,jalan landak gang ii
97466297,cv mega guna sarana mandiri,jalan tidung 7 stp 6 no 224,7371031003,7371031,jalan tidung 7 stp 6 no 224
97466298,kantor advokat fmn,jalan ap pettarani ruko new zamrud blok,7371031008,7371031,jalan ap pettarani ruko new zamrud blok
97466474,klinik gigi (reza),jl jipang raya,7371031002,7371031,jl jipang raya
97468756,pupuk kaltim pt,jalan ap pettarani,7371031008,7371031,jalan ap pettarani
97469012,pegadaian syariah,jalan ap pettarani ruko new zamrud blok,7371031008,7371031,jalan ap pettarani ruko new zamrud blok
97468775,persewaan rumah,jl jipang raya,7371031002,7371031,jl jipang raya
97466512,pelangi cv kontraktor bangunan,jl mon emmy saelan,7371031006,7371031,jl mon emmy saelan
97466522,alfa midi,jl rappocini raya no 87,7371031009,7371031,jl rappocini raya no 87
97469028,anugerah mandiri,sultan alauddin,7371031001,7371031,sultan alauddin
97469036,jual alat bangunan (rifcky),jl mon emmy saelan no 123 a,7371031006,7371031,jl mon emmy saelan no 123 a
97465449,purnama karya nugzaha,jl landak baru,7371031007,7371031,jl landak baru
97466604,pelangi wisata madaniah tour and travel,jl tamalate 1 no 14 a ruko oppa lt 2,7371031005,7371031,jl tamalate 1 no 14 a ruko oppa lt 2
97466603,tk it & sd it al biruni mandir,jl jipang raya komp ruko no 20-26,7371031002,7371031,jl jipang raya komp ruko no 20-26
97465439,zintah indah,jl ap pettarani ruko new zamrud blok,7371031008,7371031,jl ap pettarani ruko new zamrud blok
97466407,pt mustika karya abadi <shelly>,jalan hertasning palm mas no 3,7371031008,7371031,jalan hertasning palm mas no 3
97473697,nusantara tor and travel,jl tamalate 1 no 8,7371031005,7371031,jl tamalate 1 no 8
97465532,"ladjalani, cv",ruko zamrud blok f/18,7371031008,7371031,ruko zamrud blok f/18
97468480,paud lestari,jl kr bontotangnga,7371031002,7371031,jl kr bontotangnga
97473819,media komunika (rino),jalan rappocini raya no 187 b,7371031008,7371031,jalan rappocini raya no 187 b
97470646,mannyingari indonesia timur pt <arif>,jl rappocini raya no 34,7371031009,7371031,jl rappocini raya no 34
97469232,surya jaya cv,j l aroepala no 44 a,7371031004,7371031,j l aroepala no 44 a
97470657,cv. has marka sulawesi,komp graha quality no 14,7371031007,7371031,komp graha quality no 14
97473875,tumanurung cv,komp puri taman sari blok d 6 no 8,7371031004,7371031,komp puri taman sari blok d 6 no 8
97473888,golden asean resto,landak baru 130,7371031007,7371031,landak baru 130
97469264,gudang dean dekorasi cv,jl mon emmy saelan,7371031006,7371031,jl mon emmy saelan
97473950,bimbingan belajar matematika dasar,jl tamalate 2 blok 9 no 88,7371031003,7371031,jl tamalate 2 blok 9 no 88
97474005,gelatik supra pt,perumahan puri taman sari blok b 6/8,7371031004,7371031,perumahan puri taman sari blok b 6/8
97474008,mandala simpan pinjam,jl salapang raya,7371031002,7371031,jl salapang raya
97474017,cv kensu globalindo,jl b dg ngirate blk 20 stp 4 no 465,7371031005,7371031,jl b dg ngirate blk 20 stp 4 no 465
97469368,toko grosir (kasmi),btn minisa upa blok a4,7371031002,7371031,btn minisa upa blok a4
97474034,foto copy (mardaniah),rappocini raya no 225,7371031008,7371031,rappocini raya no 225
97465769,notaris,blok f/20,7371031008,7371031,blok f/20
97474033,zidan alfatih cv,jl aroupala permt kyasmin blom b2,7371031003,7371031,jl aroupala permt kyasmin blom b2
97471899,tk adilika,jl tidung 9 stp 14,7371031003,7371031,jl tidung 9 stp 14
97475193,cv alif karya tehnik (andrey),jalan karaeng bonto tangnga,7371031002,7371031,jalan karaeng bonto tangnga
97475226,klinik (effendy dr),jl skarda n 1,7371031001,7371031,jl skarda n 1
97472881,penyewaan kamar (amiruddin),jl minasa karya,7371031002,7371031,jl minasa karya
97472821,pegadaian upc tamalate,jl b dg ngirate blk 20 no 10,7371031005,7371031,jl b dg ngirate blk 20 no 10
97472887,service ac (iqbal),komp puri taman sari blok d 13 no 5,7371031004,7371031,komp puri taman sari blok d 13 no 5
97472905,ksp wanita teratai,jl.raya pendidikan,7371031006,7371031,jl.raya pendidikan
97472913,toko campuran (aminah),toddopuli 1 no 46,7371031004,7371031,toddopuli 1 no 46
97472914,bumi putera (abidin),toddopuli raya,7371031004,7371031,toddopuli raya
97472942,mandiri in health,hertasning raya no 7,7371031008,7371031,hertasning raya no 7
97472912,pt. intisel prodaktifakom,jl veteran selatan lr. 71 no. 2,7371031007,7371031,jl veteran selatan lr. 71 no. 2
97472916,sumber bangunan (budi),toddopuli raya,7371031004,7371031,toddopuli raya
97475242,coffee rich (marcus),jalan rappocini raya no 219 j,7371031008,7371031,jalan rappocini raya no 219 j
97472990,koperasi al biruni,jl jipang permai,7371031002,7371031,jl jipang permai
97475289,jendela coffe,buakana,7371031008,7371031,buakana
97475334,mujur jaya cell <ikhsan>,jalan rappocini ray a no 217,7371031008,7371031,jalan rappocini ray a no 217
97469838,ayi interior,komp puri taman sari blok d 3 no 15,7371031004,7371031,komp puri taman sari blok d 3 no 15
97475414,koperasi sejahtera,komplek jipang permai dp 3a no 8,7371031002,7371031,komplek jipang permai dp 3a no 8
97473025,kredit plus,jl rappocini raya,7371031008,7371031,jl rappocini raya
97464758,apotik sumber hidup,"jalan ap pettarani ruko new zamrud blok b1,2,10",7371031008,7371031,"jalan ap pettarani ruko new zamrud blok b1,2,10"
97467763,putra tunggal pt,jl hertasning baru,7371031004,7371031,jl hertasning baru
97467759,praktek dokter gigi loannita,jalan ap pettarani ruko new zamrud,7371031008,7371031,jalan ap pettarani ruko new zamrud
97467580,apotik saikhan farma,hertasning baru,7371031004,7371031,hertasning baru
97467588,sma muhammadiyah,jl b dg ngirate no 22,7371031005,7371031,jl b dg ngirate no 22
97467770,rumah kos (h sakhrir),jl wijaya kusuma,7371031009,7371031,jl wijaya kusuma
97461183,travel buana persada (vivi),jl tamalate 1 no 18 c,7371031006,7371031,jl tamalate 1 no 18 c
